timestep,env_idx,joint_0,joint_1,joint_2,joint_3,joint_4,joint_5
108,0,0.06434548646211624,-0.036444809287786484,1.7229028940200806,0.012836127541959286,1.7021112442016602,0.0008010221645236015
109,0,0.06454359740018845,-0.036510273814201355,1.72298002243042,0.0128626162186265,1.7025909423828125,0.0007965730619616807
110,0,0.06474261730909348,-0.03659084066748619,1.7230565547943115,0.012914245948195457,1.7030656337738037,0.0007933989400044084
111,0,0.06494192034006119,-0.0365326814353466,1.7231333255767822,0.012982516549527645,1.7035342454910278,0.0008006668067537248
112,0,0.06514106690883636,-0.03655117377638817,1.7232106924057007,0.013135828077793121,1.7039964199066162,0.0007993411272764206
113,0,0.06533963233232498,-0.03645113483071327,1.7232885360717773,0.013376281596720219,1.704451322555542,0.00079436379019171
114,0,0.06553752720355988,-0.03642386943101883,1.7233672142028809,0.01349920779466629,1.7048985958099365,0.0007983163231983781
115,0,0.06573445349931717,-0.03661297634243965,1.723446249961853,0.013672223314642906,1.7053390741348267,0.0007907245890237391
116,0,0.06593022495508194,-0.03645678237080574,1.7235256433486938,0.013797792606055737,1.705771803855896,0.0007986357086338103
117,0,0.06612436473369598,-0.03620423004031181,1.7236056327819824,0.01396862417459488,1.706196904182434,0.0008033487829379737
118,0,0.06631672382354736,-0.03621077165007591,1.723686695098877,0.014250949956476688,1.7066140174865723,0.0008029969758354127
119,0,0.06650424003601074,-0.04264990985393524,1.7237776517868042,0.017259642481803894,1.707047462463379,0.0006214776658453047
120,0,0.06670758873224258,-0.04195309057831764,1.723844051361084,0.012311059050261974,1.707516074180603,0.0007158000371418893
121,0,0.06691336631774902,-0.03664118051528931,1.723899483680725,0.011877957731485367,1.707998275756836,0.000853120640385896
122,0,0.0671158954501152,-0.03347567468881607,1.7239501476287842,0.014052215963602066,1.7084834575653076,0.0008640401065349579
123,0,0.0673203095793724,-0.034026049077510834,1.723999261856079,0.014956517145037651,1.7089687585830688,0.0007936838665045798
124,0,0.06753119081258774,-0.03581696003675461,1.7240465879440308,0.014026496559381485,1.7094547748565674,0.0007608630694448948
125,0,0.0677490159869194,-0.03458401933312416,1.7240937948226929,0.011795052327215672,1.7099416255950928,0.0008245669305324554
126,0,0.06796819716691971,-0.03430553153157234,1.724134087562561,0.012876110151410103,1.7104276418685913,0.0008338676416315138
127,0,0.06818993389606476,-0.03537299111485481,1.7241735458374023,0.013573807664215565,1.710915207862854,0.0007810856914147735
128,0,0.06841728091239929,-0.0367765910923481,1.7242097854614258,0.012872088700532913,1.711403489112854,0.0007606596336700022
129,0,0.0686488226056099,-0.03678929805755615,1.724239468574524,0.012169365771114826,1.7118914127349854,0.0007781619788147509
130,0,0.06888215243816376,-0.03595856577157974,1.7242615222930908,0.012126496993005276,1.7123775482177734,0.0007970115402713418
131,0,0.06911619007587433,-0.035217322409152985,1.724275827407837,0.012391851283609867,1.7128608226776123,0.0008011526660993695
132,0,0.06935123354196548,-0.035054899752140045,1.7242828607559204,0.012578452937304974,1.713341474533081,0.0007944172830320895
133,0,0.06958768516778946,-0.03498101606965065,1.7242833375930786,0.012455795891582966,1.7138190269470215,0.0007920110365375876
134,0,0.06982512027025223,-0.03510487079620361,1.7242770195007324,0.01242111250758171,1.7142932415008545,0.0007925691897980869
135,0,0.07006287574768066,-0.035084571689367294,1.7242629528045654,0.012448111549019814,1.714763879776001,0.0007900841883383691
136,0,0.0703006386756897,-0.03500240296125412,1.7242428064346313,0.012487425468862057,1.7152307033538818,0.0007890826091170311
137,0,0.07054004073143005,-0.03406533971428871,1.7242422103881836,0.014713754877448082,1.715688705444336,0.0008057062514126301
138,0,0.07077905535697937,-0.035058632493019104,1.7242270708084106,0.01378278061747551,1.7161699533462524,0.0007647393504157662
139,0,0.07102144509553909,-0.03593522682785988,1.7242331504821777,0.012653481215238571,1.716658592224121,0.0007793829427100718
140,0,0.0712631344795227,-0.036138057708740234,1.7242560386657715,0.012609660625457764,1.7171497344970703,0.0007903521182015538
141,0,0.07150296866893768,-0.03595605120062828,1.724291443824768,0.012897919863462448,1.7176400423049927,0.0007968927384354174
142,0,0.07174088060855865,-0.03595323860645294,1.7243359088897705,0.013173163868486881,1.7181282043457031,0.0007950870785862207
143,0,0.07197710126638412,-0.03608759865164757,1.724387288093567,0.013374999165534973,1.718613862991333,0.0007926786202006042
144,0,0.07221156358718872,-0.03658030927181244,1.724443793296814,0.013595632277429104,1.7190967798233032,0.0007768258219584823
145,0,0.07244454324245453,-0.03666931763291359,1.7245045900344849,0.013516450300812721,1.7195765972137451,0.0007842718623578548
146,0,0.07267525047063828,-0.03625081107020378,1.72456693649292,0.01362081803381443,1.7200528383255005,0.0007928392733447254
147,0,0.07290320843458176,-0.035842765122652054,1.7246298789978027,0.013939608819782734,1.7205249071121216,0.0007984759868122637
148,0,0.07312843948602676,-0.035818591713905334,1.7246946096420288,0.014274138025939465,1.7209925651550293,0.0007966472767293453
149,0,0.07335121184587479,-0.03625526651740074,1.7247596979141235,0.014613581821322441,1.721455693244934,0.0007864183862693608
150,0,0.07357186824083328,-0.036677487194538116,1.7248263359069824,0.014754882082343102,1.7219151258468628,0.0007780856103636324
151,0,0.07379046827554703,-0.03673766925930977,1.7248930931091309,0.014716957695782185,1.722370982170105,0.0007849868852645159
152,0,0.07400628924369812,-0.03638322278857231,1.7249600887298584,0.014950689859688282,1.7228221893310547,0.0007923272787593305
153,0,0.07421905547380447,-0.03610679879784584,1.7250267267227173,0.015283842571079731,1.7232692241668701,0.0007961783558130264
154,0,0.07442907243967056,-0.0361383855342865,1.725092887878418,0.015571326948702335,1.7237112522125244,0.0007872963324189186
155,0,0.07463660836219788,-0.0362916961312294,1.7251592874526978,0.015730787068605423,1.724149465560913,0.00078460609074682
156,0,0.07484171539545059,-0.036687593907117844,1.725225806236267,0.015940479934215546,1.7245835065841675,0.0007812014082446694
157,0,0.07504426687955856,-0.03675462678074837,1.725292444229126,0.016116855666041374,1.7250133752822876,0.0007780144223943353
158,0,0.07524415850639343,-0.03673330321907997,1.7253587245941162,0.016294926404953003,1.725439190864563,0.0007797200232744217
159,0,0.07544130831956863,-0.036582738161087036,1.7254257202148438,0.016507107764482498,1.725860834121704,0.000782101065851748
160,0,0.07563582807779312,-0.03639424219727516,1.72549307346344,0.016673190519213676,1.7262777090072632,0.0007826150977052748
161,0,0.07583417743444443,-0.03629491105675697,1.7255637645721436,0.014513691887259483,1.726693034172058,0.0008119430858641863
162,0,0.07603252679109573,-0.03561478108167648,1.7256323099136353,0.01631093956530094,1.7271181344985962,0.0008053323836065829
163,0,0.0762343779206276,-0.03568636626005173,1.725698709487915,0.016561800613999367,1.7275489568710327,0.0007767787901684642
164,0,0.07644158601760864,-0.03615128621459007,1.7257635593414307,0.016014723107218742,1.7279852628707886,0.0007699845591560006
165,0,0.0766526460647583,-0.03662580996751785,1.7258275747299194,0.01574147492647171,1.7284265756607056,0.000770980550441891
166,0,0.07686633616685867,-0.03680313006043434,1.7258918285369873,0.015584636479616165,1.7288711071014404,0.000768902013078332
167,0,0.0770818218588829,-0.03631821274757385,1.7259559631347656,0.01547142956405878,1.7293174266815186,0.0007767194183543324
168,0,0.07729841768741608,-0.03601852431893349,1.7260199785232544,0.01551175769418478,1.729764699935913,0.0007824751082807779
169,0,0.07751570641994476,-0.03611240163445473,1.7260850667953491,0.015615849755704403,1.7302125692367554,0.0007768238428980112
170,0,0.07773356139659882,-0.0361698716878891,1.7261512279510498,0.01560007594525814,1.7306602001190186,0.0007713751983828843
171,0,0.07795168459415436,-0.036224108189344406,1.7262182235717773,0.015597203746438026,1.731107473373413,0.0007716654217801988
172,0,0.07816945016384125,-0.036485977470874786,1.726285457611084,0.01572474278509617,1.7315536737442017,0.0007709123892709613
173,0,0.07838661223649979,-0.03674120455980301,1.7263542413711548,0.0158427432179451,1.731998324394226,0.0007669508922845125
174,0,0.0786031112074852,-0.036687493324279785,1.7264236211776733,0.015822451561689377,1.7324408292770386,0.0007675895467400551
175,0,0.0788184404373169,-0.03633422404527664,1.7264931201934814,0.015939977020025253,1.732881784439087,0.0007770776282995939
176,0,0.07903219759464264,-0.036174774169921875,1.7265617847442627,0.0161296334117651,1.733319878578186,0.0007735122926533222
177,0,0.07924447953701019,-0.03623248264193535,1.7266298532485962,0.016326040029525757,1.7337548732757568,0.0007722541340626776
178,0,0.0794551894068718,-0.03648516908288002,1.726698398590088,0.01651087775826454,1.734187126159668,0.0007657990790903568
179,0,0.07966438680887222,-0.03655942529439926,1.7267671823501587,0.016555888578295708,1.7346165180206299,0.0007612931658513844
180,0,0.07987197488546371,-0.0363529697060585,1.7268354892730713,0.016608892008662224,1.7350424528121948,0.0007739771972410381
181,0,0.08007720857858658,-0.03626956790685654,1.7269034385681152,0.016894031316041946,1.7354650497436523,0.000768505095038563
182,0,0.08028045296669006,-0.03645598143339157,1.7269715070724487,0.017043668776750565,1.7358845472335815,0.0007660231785848737
183,0,0.08048438280820847,-0.03592313081026077,1.7270479202270508,0.019402191042900085,1.736296534538269,0.0007683071307837963
184,0,0.08069220185279846,-0.036623530089855194,1.7271112203598022,0.017799148336052895,1.7367238998413086,0.0007094073225744069
185,0,0.08090874552726746,-0.0372529998421669,1.7271748781204224,0.015836145728826523,1.7371574640274048,0.0007359156152233481
186,0,0.0811280608177185,-0.036606062203645706,1.7272396087646484,0.01578821800649166,1.7375965118408203,0.0007580659002996981
187,0,0.08134890347719193,-0.036235589534044266,1.727305293083191,0.016084082424640656,1.738039255142212,0.0007580426172353327
188,0,0.08157193660736084,-0.036194197833538055,1.7273709774017334,0.016136500984430313,1.7384843826293945,0.000752359046600759
189,0,0.0817975103855133,-0.03655190393328667,1.7274370193481445,0.015880964696407318,1.7389322519302368,0.0007407473167404532
190,0,0.0820251926779747,-0.036506179720163345,1.7275031805038452,0.015668794512748718,1.7393817901611328,0.0007438657339662313
191,0,0.08225412666797638,-0.036564651876688004,1.7275688648223877,0.015651321038603783,1.739832878112793,0.0007467978284694254
192,0,0.0824841558933258,-0.03636102005839348,1.727634310722351,0.015645235776901245,1.74028480052948,0.0007462803041562438
193,0,0.08271510154008865,-0.03628944978117943,1.7276995182037354,0.01563752256333828,1.7407371997833252,0.0007489426643587649
194,0,0.0829467624425888,-0.036346685141325,1.7277648448944092,0.01566937565803528,1.7411898374557495,0.0007498097256757319
195,0,0.0831790417432785,-0.03647235780954361,1.7278296947479248,0.01572013646364212,1.7416424751281738,0.0007439035107381642
196,0,0.08341199159622192,-0.0364282988011837,1.72789466381073,0.01563212275505066,1.7420949935913086,0.000740564544685185
197,0,0.08364542573690414,-0.03615201637148857,1.7279599905014038,0.015513685531914234,1.7425472736358643,0.0007466487004421651
198,0,0.08387881517410278,-0.0360419861972332,1.7280250787734985,0.01565510965883732,1.7429991960525513,0.0007464413065463305
199,0,0.08411210775375366,-0.03633194789290428,1.7280893325805664,0.01579066552221775,1.7434509992599487,0.0007390520186163485
200,0,0.08434560149908066,-0.03660499304533005,1.728154182434082,0.015753669664263725,1.7439026832580566,0.0007344780606217682
201,0,0.08457936346530914,-0.036427050828933716,1.7282177209854126,0.01562349870800972,1.7443530559539795,0.0007455457234755158
202,0,0.08481259644031525,-0.03627317398786545,1.728280782699585,0.015806471928954124,1.744802713394165,0.0007431063568219543
203,0,0.08504559099674225,-0.0361863374710083,1.7283438444137573,0.015888001769781113,1.7452514171600342,0.0007417881861329079
204,0,0.08527837693691254,-0.03633218631148338,1.7284066677093506,0.01589084230363369,1.745699405670166,0.0007380160968750715
205,0,0.08551113307476044,-0.036272138357162476,1.7284703254699707,0.015837473794817924,1.7461459636688232,0.0007414764841087162
206,0,0.08574339002370834,-0.03602559119462967,1.7285336256027222,0.015902748331427574,1.7465914487838745,0.000744753226172179
207,0,0.08597508817911148,-0.035974256694316864,1.728596806526184,0.015990469604730606,1.7470358610153198,0.0007422573980875313
208,0,0.08620643615722656,-0.03622942045331001,1.7286618947982788,0.016125716269016266,1.7474790811538696,0.0007395464926958084
209,0,0.08643757551908493,-0.03636210411787033,1.7287269830703735,0.016113156452775,1.7479214668273926,0.0007386265206150711
210,0,0.08666841685771942,-0.03626997023820877,1.7287918329238892,0.016037916764616966,1.74836266040802,0.0007384004420600832
211,0,0.08689866214990616,-0.03622466325759888,1.7288566827774048,0.01611528918147087,1.7488030195236206,0.0007354802801273763
212,0,0.08712832629680634,-0.03615153580904007,1.7289215326309204,0.016160057857632637,1.7492419481277466,0.0007439017645083368
213,0,0.08735733479261398,-0.036179110407829285,1.7289868593215942,0.016260609030723572,1.749679446220398,0.0007381416507996619
214,0,0.08758581429719925,-0.03635034337639809,1.729053258895874,0.01634441502392292,1.7501157522201538,0.0007320194854401052
215,0,0.08781389892101288,-0.036302804946899414,1.729120135307312,0.016264181584119797,1.7505512237548828,0.0007343829493038356
216,0,0.08804144710302353,-0.03609044849872589,1.7291861772537231,0.016278348863124847,1.750985026359558,0.0007404055795632303
217,0,0.08826810121536255,-0.03605092316865921,1.7292526960372925,0.016434047371149063,1.751417875289917,0.0007389919483102858
218,0,0.08849868178367615,-0.03632796183228493,1.7293249368667603,0.014403644017875195,1.7518494129180908,0.0007652121130377054
219,0,0.08872731775045395,-0.03565951809287071,1.7293986082077026,0.016197150573134422,1.7522879838943481,0.0007639691466465592
220,0,0.08895730972290039,-0.03560444712638855,1.7294731140136719,0.01651899144053459,1.7527297735214233,0.0007384488126263022
221,0,0.08919067680835724,-0.03619977459311485,1.7295476198196411,0.016064224764704704,1.7531741857528687,0.0007353723631240427
222,0,0.08942603319883347,-0.03652765601873398,1.7296241521835327,0.015936166048049927,1.7536205053329468,0.0007306411280296743
223,0,0.08966243267059326,-0.036510493606328964,1.7297015190124512,0.015873104333877563,1.7540687322616577,0.0007343197357840836
224,0,0.08989924937486649,-0.036375753581523895,1.7297782897949219,0.015877317637205124,1.7545177936553955,0.0007409983081743121
225,0,0.09013613313436508,-0.03620569780468941,1.7298551797866821,0.015866437926888466,1.7549662590026855,0.0007386978249996901
226,0,0.09037256240844727,-0.0362776480615139,1.7299330234527588,0.016024760901927948,1.7554129362106323,0.0007384027703665197
227,0,0.09060850739479065,-0.03650711849331856,1.7300114631652832,0.016083020716905594,1.7558584213256836,0.0007325524929910898
228,0,0.0908438116312027,-0.036563895642757416,1.730090856552124,0.016079826280474663,1.756302833557129,0.0007341458112932742
229,0,0.0910780131816864,-0.03634931892156601,1.7301691770553589,0.016179392114281654,1.7567447423934937,0.0007378314039669931
230,0,0.0913107618689537,-0.036584705114364624,1.7302480936050415,0.016412420198321342,1.757184386253357,0.0007292838417924941
231,0,0.09154226630926132,-0.036564793437719345,1.7303277254104614,0.01637764647603035,1.7576218843460083,0.0007244551670737565
